 YEARMODA,   TEMP,PRCP  
19991028,83, 0.00D
19991029,82, 0.00D
19991030,81.1, 0.00D
19991031,82.6, 0.00D
19991101,81.9, 0.00D
19991102,79, 0.00D
19991103,81.8, 0.00D
19991104,82.5, 0.00D
19991105,80.3, 0.00C
19991106,79.6, 0.00D
19991107,81.7, 0.00C
19991108,78.3, 0.00D
19991109,80.7, 0.00D
19991110,80.5, 0.00D
19991111,84.6, 0.00D
19991112,85.3, 0.00D
19991113,82.6, 0.00B
19991114,82, 0.00D
19991115,70.3, 0.00B
19991118,75.9, 0.00C
19991121,76.4, 0.00C
19991129,77.2, 0.00D
19991201,78.4, 0.00C
19991202,78.3, 0.00D
19991203,80.4, 0.00D
19991204,76.4, 0.00C
19991205,73.8, 0.00D
19991206,84.8, 0.00B
19991207,77.7, 0.00D
19991208,80.3, 0.00H
19991209,76.2, 0.00D
19991210,75.2, 0.00D
19991211,75.7, 0.00D
19991212,75, 0.00A
19991214,73.8, 0.00D
19991216,74.5, 0.00D
19991217,77, 0.00D
19991225,80.2, 0.00D
19991227,72.5, 0.00D
19991228,71.9, 0.00D
19991229,75.4, 0.00D
19991230,74.3, 0.00D
19991231,75.9, 0.00D
20000101,78.8, 0.00D
20000103,75.5, 0.00D
20000105,74.4, 0.00D
20000107,74.4, 0.00D
20000109,81, 0.00C
20000110,76.9, 0.00D
20000111,80.1, 0.00D
20000112,83.7, 0.00C
20000113,80.2, 0.00D
20000114,81.7, 0.00I
20000115,82.7, 0.00I
20000116,83.9, 0.00I
20000117,84.5, 0.00I
20000118,81.4, 0.00I
20000119,85.8, 0.00I
20000120,85.7, 0.00I
20000121,87.3, 0.00I
20000122,90.4, 0.00I
20000123,85.1, 0.00I
20000124,90.4, 0.00I
20000125,90.7, 0.00I
20000126,86.3, 0.00I
20000127,83.7, 0.00I
20000128,88.5, 0.00I
20000129,85, 0.00I
20000130,79.8, 0.00I
20000131,76.5, 0.00I
20000201,74.1, 0.00I
20000202,78.6, 0.00I
20000204,74.9, 0.00I
20000206,77.9, 0.00I
20000207,79.3, 0.00I
20000208,75.8, 0.00I
20000209,76.5, 0.00I
20000210,78.4, 0.00I
20000211,74, 0.00I
20000212,73.8, 0.00I
20000213,80.1, 0.00I
20000214,74.7, 0.00I
20000216,72.5, 0.00I
20000217,78.1, 0.00I
20000218,80.8, 0.00I
20000219,82.8, 0.00I
20000220,80.5, 0.00I
20000221,80.2, 0.00I
20000229,84.3, 0.00I
20000301,78.7, 0.00I
20000303,81.4, 0.00I
20000304,83.5, 0.00I
20000308,88.2, 0.00I
20000309,87, 0.00I
20000310,83.3, 0.00I
20000312,83.8, 0.00I
20000313,88.5, 0.00I
20000314,87.1, 0.00I
20000315,88, 0.00I
20000316,89, 0.00I
20000317,87.9, 0.00I
20000318,89.6, 0.00I
20000319,90.5, 0.00I
20000320,86.8, 0.00I
20000321,84.8, 0.00I
20000322,86.9, 0.00I
20000323,88.4, 0.00I
20000324,83.9, 0.00I
20000325,92.8, 0.00I
20000326,90.4, 0.00I
20000327,88.8, 0.00I
20000328,93.4, 0.00I
20000329,92.3, 0.00I
20000330,92.6, 0.00I
20000331,91.6, 0.00I
20000401,86.1, 0.00I
20000402,91.2, 0.00I
20000403,86.4, 0.00I
20000404,90.7, 0.00I
20000409,94.4, 0.00I
20000410,94.6, 0.00I
20000411,89.6, 0.00I
20000413,92.5, 0.00I
20000414,92.1, 0.00I
20000415,91.9, 0.00I
20000416,92.6, 0.00I
20000417,95, 0.00I
20000418,92.7, 0.00I
20000419,93.8, 0.00I
20000420,92.2, 0.00I
20000421,89, 0.00I
20000422,84.3, 0.01G
20000425,89.3, 0.00I
20000426,92.1, 0.00I
20000427,87.4, 0.00I
20000428,98.2, 0.00I
20000429,87.8, 0.00I
20000430,86, 0.51G
20000501,85.7, 0.00G
20000502,88.6, 0.00I
20000503,89.8, 0.00I
20000504,88, 0.03G
20000505,91.5, 0.00G
20000506,90.5, 0.00I
20000507,92.2, 0.00G
20000508,92.1, 0.00G
20000509,91.8, 0.00I
20000510,91.9, 0.00I
20000511,94.9, 0.00I
20000512,95.7, 0.02E
20000518,94.1, 0.00I
20000519,94.2, 0.00I
20000520,92.9, 0.00I
20000521,87.8, 0.12A
20000522,85.5, 0.47G
20000523,85.2, 0.00G
20000524,81.8, 1.34G
20000525,84.6, 0.00G
20000526,84.7, 0.00I
20000527,81.7, 0.00I
20000528,85.9, 0.00I
20000529,85.1, 0.00I
20000530,85.9, 0.00I
20000531,79.4, 0.98G
20000601,78.8, 0.47G
20000602,86.1, 0.00G
20000603,81.6, 0.00G
20000604,86.3, 0.00G
20000605,77.1, 0.94E
20000606,79.2, 0.00I
20000607,81.9, 0.00I
20000608,85.4, 0.00I
20000609,85.5, 0.00I
20000610,85.5, 0.00I
20000611,81.5, 1.69G
20000612,82.3, 0.00G
20000613,82.9, 0.47G
20000614,79.8, 1.57G
20000615,84.7, 0.00G
20000616,85.4, 0.00I
20000617,82.6, 0.00I
20000618,78.4, 0.24E
20000619,80.8, 0.00I
20000620,82.6, 0.04E
20000621,84.2, 0.00I
20000622,82.2, 0.79G
20000623,78, 0.83G
20000624,77.6, 0.00G
20000625,84.3, 0.02E
20000626,80.1, 0.16G
20000627,80.3, 0.00G
20000628,83.4, 0.08G
20000629,84, 0.00G
20000630,79.1, 0.94G
20000701,81.6, 0.00G
20000702,82.9, 0.00I
20000703,78.3, 2.76G
20000704,81.4, 0.00G
20000705,76.1, 0.55G
20000706,75.6, 0.00G
20000707,76.4, 1.34G
20000708,83.2, 0.00G
20000709,83.2, 0.00I
20000710,78.5, 0.00I
20000711,81.1, 0.00I
20000712,83.8, 0.00I
20000713,83.5, 0.00I
20000714,78.2, 1.38G
20000715,79.1, 0.00G
20000716,81, 0.00I
20000717,80.8, 0.03E
20000718,78.3, 0.47E
20000719,78.7, 0.00I
20000720,75.7, 0.00I
20000721,75.6, 0.03E
20000722,80,99.99 
20000723,81.3, 0.00I
20000724,75.3, 0.28E
20000725,76.5, 0.01E
20000726,78.7, 0.24G
20000727,79.3, 0.00G
20000728,74.4, 1.02E
20000729,74.1, 0.03E
20000730,74.3, 0.31G
20000731,77.9, 0.00G
20000801,77.7, 0.00I
20000802,77.7, 0.00I
20000803,75.1, 0.83E
20000806,77.1, 0.20E
20000814,76.6, 1.22G
20000815,86.4, 0.00G
20000816,75.5, 1.10G
20000817,75.9, 0.08G
20000825,81.8, 0.00E
20000826,82.2, 0.00A
20000828,81.3, 0.00I
20000829,77.7, 0.08E
20000830,81.5, 0.00I
20000904,81, 0.00I
20000905,79, 0.00I
20000906,80.8, 0.35G
20000907,75.6, 0.03G
20000910,81.3, 0.00I
20000911,78.4, 0.01G
20000914,75.3, 1.18G
20000917,75.9, 0.91G
20000918,78.3, 0.04G
20000919,79.3, 0.00G
20000920,74.9, 0.00I
20000921,79.5, 1.54G
20000922,83.8, 0.00G
20000923,79.7, 0.00I
20000924,76.4, 0.00I
20000925,81.6, 0.03G
20000926,83.2, 0.00G
20000927,81.4, 0.00I
20000928,77.9, 1.50G
20000929,78.6, 0.00G
20000930,83, 0.03A
20001001,78.8, 0.01G
20001002,82.2, 0.00G
20001004,82.1, 0.00I
20001005,80.7, 0.00I
20001006,79.5, 0.31E
20001007,84.3, 0.00I
20001008,81.7, 0.04G
20001009,76.8, 0.00G
20001010,76.2, 0.08G
20001011,80.6, 0.00G
20001012,81.3, 0.00I
20001013,83.1, 0.00I
20001017,79.5, 0.24E
20001019,84.7, 0.00I
20001020,79.5, 0.00I
20001021,82.1, 0.00I
20001022,79.8, 0.00I
20001023,86.8, 0.00I
20001024,82.5, 0.00I
20001025,81.1, 0.00I
20001026,78.5, 0.00I
20001027,82.6, 0.00I
20001028,80.4, 0.00I
20001030,80, 0.00I
20001031,79.9, 0.00I
20001101,81.3, 0.00I
20001102,78.9, 0.00I
20001103,87.6, 0.00I
20001104,90.6, 0.00I
20001105,80.2, 0.00I
20001106,80.8, 0.00I
20001107,80.8, 0.00I
20001108,82.8, 0.00I
20001109,80.2, 0.00I
20001110,81.8, 0.00I
20001111,79.7, 0.00I
20001112,80.1, 0.00I
20001113,78.5, 0.00I
20001114,80.8, 0.00I
20001115,79, 0.00I
20001116,81, 0.00I
20001119,78.9, 0.00I
20001120,79.1, 0.00I
20001121,81.5, 0.00I
20001122,79.4, 0.00I
20001123,77.4, 0.00I
20001124,83, 0.00I
20001125,85.5, 0.00I
20001204,82.8, 0.00I
20001205,76.7, 0.00I
20001206,76, 0.00I
20001207,77.2, 0.00I
20001208,72.5, 0.00I
20001209,74.6, 0.00I
20001210,78.7, 0.00I
20001212,73.3, 0.00I
20001213,76.5, 0.00I
20001221,87.6, 0.00I
20001222,79.5, 0.00I
20001223,76.4, 0.00I
20001224,82.3, 0.00I
20001225,80.6, 0.00I
20001226,77, 0.00I
20001228,85.7, 0.00I
20001229,78.2, 0.00I
20001230,77.1, 0.00I
20001231,76.9, 0.00I
20010101,75, 0.00I
20010102,79, 0.00I
20010103,69.2, 0.00I
20010104,74.1, 0.00I
20010105,75.9, 0.00I
20010106,76.8, 0.00I
20010107,75.4, 0.00I
20010108,74.6, 0.00I
20010109,80.1, 0.00I
20010110,71.7, 0.00I
20010112,75.3, 0.00I
20010113,70.6, 0.00I
20010114,71.9, 0.00I
20010115,79.6, 0.00I
20010116,76.2, 0.00I
20010118,79.9, 0.00I
20010119,80.9, 0.00I
20010120,79.1, 0.00I
20010121,76.5, 0.00I
20010122,75.3, 0.00I
20010123,76.7, 0.00I
20010124,76.5, 0.00I
20010125,76.7, 0.00I
20010126,74.5, 0.00I
20010127,76.4, 0.00I
20010128,78.3, 0.00I
20010129,77.7, 0.00I
20010130,82.2, 0.00I
20010131,78.8, 0.00I
20010201,80.4, 0.00I
20010202,80.9, 0.00I
20010203,74.2, 0.00I
20010204,80.9, 0.00I
20010205,75.9, 0.00I
20010206,79.6, 0.00I
20010207,75, 0.00I
20010208,79.7, 0.00I
20010209,80.2, 0.00I
20010210,76.8, 0.00I
20010211,76.5, 0.00I
20010212,77.5, 0.00I
20010213,73.5, 0.00I
20010215,82.8, 0.00I
20010216,79.7, 0.00I
20010217,75.4, 0.00I
20010218,80.7, 0.00I
20010219,81.3, 0.00I
20010220,81.4, 0.00I
20010221,82.2, 0.00I
20010222,84.8, 0.00I
20010223,82.4, 0.00I
20010224,82.4, 0.00I
20010225,85.2, 0.00I
20010226,86.7, 0.00I
20010227,85.6, 0.00I
20010228,85.2, 0.00I
20010301,86, 0.00I
20010302,88.1, 0.00I
20010303,88, 0.00I
20010304,86, 0.00I
20010305,91.4, 0.00I
20010306,84.9, 0.00I
20010307,84.7, 0.00I
20010308,83, 0.00I
20010309,84.2, 0.00I
20010310,87.3, 0.00I
20010311,88.3, 0.00I
20010312,88.6, 0.00I
20010313,90.4, 0.00I
20010314,88.6, 0.00I
20010315,90.5, 0.00I
20010316,88.9, 0.00I
20010317,87.4, 0.00I
20010318,88.5, 0.00I
20010319,91.7, 0.00I
20010320,90.2, 0.00I
20010321,88.8, 0.00I
20010322,87.6, 0.00I
20010323,96.9, 0.00I
20010324,89.6, 0.00I
20010325,90.9, 0.00I
20010326,90.5, 0.00I
20010327,91.9, 0.00I
20010328,92.6, 0.00I
20010329,87.8, 0.00I
20010330,92.2, 0.00I
20010331,93.6, 0.00I
20010401,91.8, 0.00I
20010402,90, 0.00I
20010403,89.7, 0.00I
20010404,91, 0.00I
20010405,91.9, 0.00I
20010406,89.5, 0.00I
20010407,88.9, 0.00I
20010408,89.2, 0.00I
20010409,92.8, 0.00I
20010410,91.7, 0.00I
20010411,93.7, 0.00I
20010412,91.7, 0.00I
20010413,94.2, 0.00I
20010414,94.6, 0.00I
20010415,92.4, 0.00I
20010416,92.8, 0.00I
20010417,91, 0.00I
20010418,80.9, 0.12G
20010419,87.7, 0.08G
20010420,92.3, 0.00G
20010421,91.1, 0.00I
20010422,89.4, 0.00I
20010423,87.8, 0.00I
20010424,88.2, 0.12E
20010425,89.8, 0.00I
20010426,88.9, 0.00I
20010427,93.6, 0.00I
20010428,90, 0.00I
20010429,83.7, 0.00I
20010430,86.9, 0.00I
20010501,90.9, 0.00I
20010502,81.6, 0.43G
20010503,88, 0.02G
20010504,89.8, 0.00G
20010505,88.7, 0.00I
20010506,81.7, 1.46G
20010507,88.7, 0.03G
20010508,93.6, 0.00G
20010509,90.5, 0.00I
20010510,91.2, 0.00I
20010511,89.1, 0.12E
20010512,84.9, 0.04A
20010513,83.4, 0.31G
20010514,87.3, 0.00G
20010515,84.7, 0.03A
20010516,84.6, 0.00I
20010517,85, 0.00I
20010518,88.1, 0.12E
20010519,86.1, 0.00I
20010520,88.2, 0.03E
20010521,89, 0.00I
20010522,89.7, 0.00I
20010523,89.9, 0.00I
20010524,93.3, 0.00I
20010525,89.8, 0.00I
20010526,88.7,99.99 
20010527,87.3, 0.03G
20010607,87.8, 0.00I
20010608,85.2, 0.00I
20010609,78.8, 0.00I
20010610,86.2, 0.00I
20010611,85.8, 0.00I
20010612,84.9, 0.43E
20010613,82.6, 0.03A
20010614,84.6, 0.00I
20010615,85.6, 0.00I
20010616,86, 0.00I
20010617,83.4, 0.04G
20010618,82.6, 0.00G
20010619,86.1, 0.00I
20010620,83.2, 0.08E
20010621,76.2, 0.16E
20010622,76.9, 0.00I
20010623,81.2, 0.12G
20010624,79.6, 0.00G
20010625,82.1, 0.00G
20010626,83.7, 0.00G
20010627,81.4, 0.16G
20010628,84, 0.00G
20010629,76.4, 0.00G
20010630,79.2, 1.30G
20010701,80.9, 0.03G
20010702,84.2, 0.00G
20010703,84.1, 0.03G
20010704,78.3, 0.55G
20010705,82, 0.00G
20010709,87, 0.00I
20010710,80.1, 0.04G
20010711,78.1, 0.01G
20010712,79.9, 0.55G
20010713,84.3, 0.00G
20010714,85.9, 0.00I
20010715,83.4, 0.00I
20010716,75.1, 2.64E
20010717,78.1, 0.03E
20010718,81, 0.00I
20010719,84.7, 0.00I
20010720,74.2, 0.59E
20010721,77.1, 0.00I
20010722,76.7, 0.47A
20010723,79, 1.34G
20010724,74.6, 0.00G
20010725,77.9, 0.47G
20010726,77.9, 0.02G
20010727,80.9, 0.08G
20010728,79.3, 0.67G
20010729,72.5, 0.39G
20010730,77.8, 0.02G
20010731,79.8, 0.01G
20010801,73.9, 0.20G
20010802,78, 0.35G
20010803,80.6, 0.00G
20010804,78.9, 0.63G
20010805,77.4, 0.02G
20010806,79.5, 0.31G
20010807,75.3, 0.00G
20010808,74.8, 0.12G
20010809,79.7, 0.12G
20010810,80.8, 0.02G
20010811,82.4, 0.08G
20010812,77.2, 0.03G
20010813,78.8, 0.00G
20010814,79.2, 0.00I
20010815,76, 1.26G
20010816,78.6, 0.67G
20010817,81.5, 0.00G
20010818,75.4, 1.06E
20010819,78.5, 0.00I
20010820,79.5, 0.03E
20010821,77.5, 1.85E
20010822,77.6, 0.00A
20010823,81.8, 0.00I
20010824,78.6, 0.12G
20010825,75.6, 0.04G
20010826,78.9, 0.55G
20010827,74.5, 0.00G
20010828,78.4, 0.71G
20010829,78.4, 0.00G
20010830,77.3, 0.03G
20010831,77.2, 0.02G
20010901,79.2, 0.24G
20010902,77.9, 0.00G
20010903,77.1, 0.08G
20010904,77.6, 0.00G
20010905,78.3, 0.39G
20010906,75.3, 0.87G
20010907,78.9, 0.01G
20010908,81.4, 0.00G
20010909,75.7, 0.67G
20010910,80.2, 0.00G
20010911,81.9, 0.00G
20010912,81.4, 0.00I
20010913,80.1, 1.14G
20010914,75.6, 0.00G
20010915,79.8, 0.16G
20010916,77.1, 0.12G
20010917,83.3, 0.00G
20010919,77.3, 1.38G
20010921,83.9, 0.00I
20010922,82.2, 0.00I
20010923,78.9, 0.00I
20010924,80.6, 0.00I
20010925,82.6, 0.00I
20010926,75.8, 0.71G
20010927,78.5, 0.00G
20010929,80.5, 0.00I
20010930,82.4, 0.00I
20011002,79.2, 1.73G
20011003,81.7, 0.00G
20011004,82.2, 0.00I
20011005,82.3, 0.00I
20011006,83.1, 0.00I
20011007,79.2, 0.12G
20011008,80.3, 0.08G
20011009,82.7, 0.00G
20011010,84, 0.00I
20011011,82.7, 0.00I
20011012,83.5, 0.00I
20011014,82.9, 0.00I
20011015,81.9, 0.00I
20011016,82.5, 0.00I
20011017,82.1, 0.00I
20011018,86.1, 0.00I
20011021,81.6, 0.00I
20011022,81.2, 0.00I
20011023,81.2, 0.00I
20011024,81.5, 0.00I
20011025,80.2, 0.00I
20011026,80.4, 0.00I
20011027,77.4, 0.00I
20011029,78.6, 0.00I
20011030,79.7, 0.00I
20011031,79.2, 0.00I
20011101,77.9, 0.00I
20011102,78.2, 0.00I
20011104,78.7, 0.00I
20011105,78.4, 0.00I
20011106,78.6, 0.00I
20011107,79.4, 0.00I
20011109,79.6, 0.00I
20011110,81.9, 0.00I
20011112,82,99.99 
20011113,81.2, 0.00I
20011114,78.1, 0.00I
20011115,80.8, 0.00I
20011116,78.4, 0.00I
20011118,78.1, 0.00I
20011119,77.7, 0.00I
20011120,78.7, 0.00I
20011121,78.5, 0.00I
20011122,76, 0.00I
20011123,77.9, 0.00I
20011124,84.2, 0.00I
20011125,79.3, 0.00I
20011126,78.8, 0.00I
20011127,81.4, 0.00I
20011128,78.9, 0.00I
20011129,79.1, 0.00I
20011130,78.7, 0.00I
20011201,78.7, 0.00I
20011202,82, 0.00I
20011203,80.9, 0.00I
20011204,80.2, 0.00I
20011205,78, 0.00I
20011206,78.6, 0.00I
20011209,72.9, 0.00I
20011210,76.4, 0.00I
20011211,77.4, 0.00I
20011212,76.8, 0.00I
20011213,80.3, 0.00I
20011214,80.6, 0.00I
20011215,82.1, 0.00I
20011216,79.7, 0.00I
20011217,81.6, 0.00I
20011218,81.7, 0.00I
20011219,84.9, 0.00I
20011220,79.8, 0.00I
20011221,81.2, 0.00I
20011222,81.3, 0.00I
20011223,81.6, 0.00I
20011224,80.4, 0.00I
20011225,78.8, 0.00I
20011226,76.6, 0.00I
20011227,77.2, 0.00I
20011228,78, 0.00I
20011229,78.8, 0.00I
20011230,79.7, 0.00I
20011231,79.6, 0.00I
20020102,76.1, 0.00I
20020103,73, 0.00I
20020104,74.9, 0.00I
20020106,76.1, 0.00I
20020107,80.1, 0.00I
20020108,76.9, 0.00I
20020109,74.2, 0.00I
20020110,74.1, 0.00I
20020111,72.9, 0.00I
20020112,71.1, 0.00I
20020113,70.6, 0.00I
20020114,70.9, 0.00I
20020115,72.4, 0.00I
20020116,73.8, 0.00I
20020117,76.2, 0.00I
20020118,76.8, 0.00I
20020119,77.4, 0.00I
20020120,78.3, 0.00I
20020122,81.1, 0.00I
20020123,79, 0.00I
20020128,76.5, 0.00I
20020129,80.2, 0.00I
20020130,76.6, 0.00I
20020131,74.5, 0.00I
20020201,74.4, 0.00I
20020202,76.5, 0.00I
20020203,77.3, 0.00I
20020204,80, 0.00I
20020205,78.2, 0.00I
20020206,77, 0.00I
20020207,79.9, 0.00I
20020208,79, 0.00I
20020209,77.8, 0.00I
20020210,76.4, 0.00I
20020211,77, 0.00I
20020212,77.9, 0.00I
20020213,78.7, 0.00I
20020214,77.1, 0.00I
20020215,82.1, 0.00I
20020216,81.5, 0.00I
20020217,84.7, 0.00I
20020218,85.3, 0.00I
20020219,84.8, 0.00I
20020220,82.6, 0.00I
20020221,81.1, 0.00I
20020222,84.2, 0.00I
20020223,80.7, 0.00I
20020224,86.4, 0.00I
20020225,85.6, 0.00I
20020226,83.8, 0.00I
20020227,88.8, 0.00I
20020228,79.4, 0.00I
20020301,84.3, 0.00I
20020302,87.7, 0.00I
20020304,89.1, 0.00I
20020305,87.8, 0.00I
20020306,89.3, 0.00I
20020307,92, 0.00I
20020308,88.3, 0.00I
20020309,90, 0.01G
20020310,88.1, 0.00G
20020311,89, 0.00G
20020312,89.4, 0.00I
20020313,90.4, 0.00I
20020314,90.9, 0.00I
20020315,91, 0.00I
20020316,90.6, 0.00I
20020317,91.3, 0.00I
20020319,88.7, 0.00I
20020320,89.4, 0.00I
20020324,90.5, 0.00I
20020325,90.6, 0.00I
20020326,92.4, 0.00I
20020327,91.6, 0.00I
20020328,91.9, 0.00I
20020329,90.2, 0.00I
20020330,92.9, 0.00I
20020331,91.6, 0.00I
20020401,92.1, 0.00I
20020402,93.7, 0.00I
20020403,89.4, 0.00I
20020404,91.5, 0.00I
20020405,92.6, 0.00I
20020406,85.5, 0.31G
20020408,88.9, 0.00I
20020409,91.6, 0.00I
20020410,92, 0.00I
20020411,91.9, 0.00I
20020412,91.9, 0.00I
20020413,84.8, 0.02E
20020414,86.8, 0.00I
20020416,91.5, 0.00I
20020418,89.6, 0.00I
20020419,87.8, 0.00I
20020420,92.5, 0.00I
20020421,92.7, 0.00I
20020422,91.8, 0.00I
20020423,92.8, 0.00I
20020424,91.2, 0.00I
20020425,92.8, 0.00I
20020426,95.2, 0.00I
20020427,94.3, 0.00I
20020502,89.6, 0.47E
20020504,80, 1.85G
20020505,86.7, 0.39G
20020506,87.5, 0.00G
20020507,89.8, 0.00I
20020508,86.9, 0.28E
20020510,88.1, 0.00I
20020511,90.4, 0.00I
20020515,87, 0.00I
20020516,89.5, 0.00I
20020517,85.3, 0.00I
20020518,89.2, 0.00I
20020519,81.5, 0.16G
20020520,85.3, 0.00G
20020521,88.8, 0.00I
20020522,88.3, 0.00I
20020525,87.1, 0.00I
20020526,89.6, 0.00I
20020527,89.7, 0.00I
20020528,85.8, 0.00I
20020529,86, 0.00I
20020531,86.3, 0.00I
20020601,84.9, 0.00I
20020602,80.6, 0.03E
20020603,84.7, 0.00I
20020604,78.3, 0.20G
20020605,79.8, 0.51G
20020606,79.7, 0.00G
20020610,84.3, 0.03G
20020613,86, 0.00G
20020617,83.8, 0.00I
20020622,85.8, 0.00I
20020624,76.2, 2.09G
20020625,81.5, 0.47G
20020626,84.2, 0.00G
20020627,84.2, 0.00I
20020628,85.1, 0.00I
20020629,78.9, 1.69E
20020630,81.9, 0.00I
20020701,82.5, 0.00I
20020703,76.4, 0.00G
20020704,79.4, 1.02G
20020705,81.9, 0.00G
20020706,81.1, 0.43E
20020708,84.4, 0.00I
20020709,83.3, 0.08E
20020710,81.7, 0.00I
20020711,78.6, 0.87E
20020712,81.5, 0.00I
20020717,76.3, 2.83G
20020719,82.4, 0.00I
20020720,81.6, 0.02G
20020721,80.7, 0.79G
20020727,79.3, 0.03G
20020728,80.6, 0.01G
20020729,81.5, 0.00G
20020730,80.1, 1.81G
20020731,76.8, 0.00G
20020801,78.3, 1.46G
20020802,80.1, 0.00G
20020803,82.5, 0.00I
20020804,83.2, 0.00I
20020806,76.5, 1.54G
20020808,80.6, 0.00I
20020810,76.1, 1.10G
20020811,81.5, 0.00G
20020812,77.8, 0.71G
20020813,83.1, 0.00G
20020814,77.1, 1.14G
20020815,79.5, 0.00G
20020816,78, 0.75E
20020817,77.8,99.99 
20020818,79.3, 0.00I
20020822,82, 0.00I
20020823,82.6, 0.00I
20020824,79.7, 1.38G
20020825,81.9, 0.00G
20020826,76.6, 0.51G
20020827,79.5, 0.12G
20020828,80.6, 0.00G
20020829,77, 1.18G
20020830,77.8, 0.00G
20020831,81.4, 0.16G
20020901,83.3, 0.00G
20020902,82.8, 0.00D
20020903,79.2, 0.71E
20020906,75.9, 1.02G
20020907,78.7, 0.08G
20020908,79.8, 0.08G
20021011,81.4, 0.00D
20021019,79.8, 0.35C
20021022,81.1, 0.00D
20021027,81.1, 0.00D
20021031,80.4, 0.00D
20021102,79.8, 0.00D
20021103,80.9, 0.00D
20021105,79.3, 0.00D
20021106,82.6, 0.00D
20021107,83.5, 0.00D
20021108,82.4, 0.00D
20021109,81.4, 0.00D
20021110,83.6, 0.00G
20021111,83.2, 0.00D
20021112,80.3, 0.00D
20021113,80.1, 0.00D
20021114,81.1, 0.00D
20021115,83.3, 0.00D
20021116,82.6, 0.00D
20021117,80.5, 0.00D
20021118,80.5, 0.00D
20021119,80.1, 0.00D
20021120,82.2, 0.00D
20021121,82, 0.00D
20021122,80.6, 0.00D
20021126,77, 0.00D
20021127,78.4, 0.00D
20021128,77.6, 0.00D
20021129,75.6, 0.00D
20021130,77.1, 0.00D
20021202,79.7, 0.00D
20021206,76.6, 0.00D
20021207,82.1, 0.00D
20021208,81.1, 0.00D
20021209,81.9, 0.00D
20021210,81.2, 0.00D
20021211,80, 0.00D
20021214,82.3, 0.00D
20021215,81, 0.00D
20021217,78.8, 0.00D
20021218,75.9, 0.00D
20030103,73.2, 0.00D
20030104,74.3, 0.00D
20030105,75.2, 0.00D
20030107,76.7, 0.00D
20030109,77.7, 0.00D
20030112,86.1, 0.00D
20030114,80.8, 0.00D
20030115,78.5, 0.00D
20030116,78.8, 0.00D
20030118,82.1, 0.00D
20030119,80.7, 0.00D
20030120,81.4, 0.00D
20030121,79.9, 0.00D
20030122,81.8, 0.00D
20030125,80.2, 0.00D
20030129,74.3, 0.00D
20030130,77.9, 0.00D
20030131,80.3, 0.00D
20030201,82.2, 0.00D
20030202,82.3, 0.00D
20030203,84.4, 0.00D
20030204,83.4, 0.00D
20030206,81.1, 0.00D
20030208,83.8, 0.00D
20030209,82.4, 0.00D
20030210,86, 0.00D
20030211,87.8, 0.00D
20030212,88, 0.00D
20030213,87.5, 0.00D
20030214,89.4, 0.00D
20030215,89.7, 0.00D
20030216,90.9, 0.00D
20030219,85.9, 0.00D
20030220,85, 0.00D
20030221,86.9, 0.00D
20030225,87.8, 0.00D
20030226,90.3, 0.00D
20030227,90.5, 0.00D
20030228,89.2, 0.00D
20030301,87.6, 0.00D
20030302,85.9, 0.00D
20030303,86.9, 0.00D
20030304,85.4, 0.00D
20030305,84.7, 0.00D
20030308,88.5, 0.00D
20030309,88, 0.00D
20030310,90, 0.00D
20030311,86, 0.00D
20030312,85.8, 0.00D
20030313,86.9, 0.00D
20030315,83.8, 0.00D
20030316,86.9, 0.00D
20030317,89.3, 0.00D
20030319,90.9, 0.00D
20030321,91.8, 0.00D
20030322,87, 0.31E
20030323,81.4, 0.67G
20030324,87.5, 0.00G
20030330,90.8, 0.00D
20030331,88.1, 0.00D
20030401,87.9, 0.00D
20030402,89.9, 0.00D
20030403,91.2, 0.00D
20030404,87.4, 0.04E
20030405,90.5, 0.00C
20030406,81.9, 0.83G
20030408,88.6, 0.00D
20030409,90.2, 0.00D
20030413,92.7, 0.00D
20030414,92, 0.00D
20030416,85.7, 0.00D
20030417,87.7, 0.00D
20030418,89.6, 0.00E
20030419,86.2, 0.00G
20030420,84.1, 0.04G
20030421,88.5, 0.00G
20030423,90.5, 0.00D
20030426,92.7, 0.00D
20030427,87.6, 0.02E
20030428,87.5, 0.00C
20030430,92.7, 0.00D
20030501,92.4, 0.00D
20030502,92.4, 0.00D
20030503,91.8, 0.00D
20030504,91.6, 0.00D
20030505,90.9, 0.00D
20030506,90.9, 0.00D
20030508,89.6, 0.04E
20030509,86, 1.06E
20030510,86.8, 0.00C
20030511,90.1, 0.00D
20030512,87.8, 0.00D
20030513,88.3, 0.00D
20030514,88, 0.00D
20030515,90.9, 0.00D
20030518,88.3, 0.00D
20030519,91.9, 0.00D
20030520,87.1, 0.00D
20030521,88.4, 0.00D
20030522,89.5, 0.00D
20030523,87.3, 0.00E
20030524,87, 0.00G
20030525,89, 0.00D
20030526,83.3, 0.75G
20030527,85.1, 0.00G
20030528,79.7, 1.46G
20030529,78.1, 0.71G
20030530,81.1, 0.00G
20030531,82.3, 0.00D
20030601,75.9, 0.59E
20030602,80.2, 0.00D
20030603,84.6, 0.00D
20030604,85, 0.00D
20030605,85.9, 0.00D
20030607,85.5, 0.00D
20030608,82, 0.51G
20030609,85.3, 0.00G
20030612,82, 0.63G
20030613,79.8, 0.12G
